GEOID,adult_target,allocated_adults,ndvi_covered_adults,ndvi_population_coverage,tract_count
08013,269185.0,269185.0,269185.0,1.0,68
08014,59265.0,59265.00000000002,59264.99927322849,0.9999999877369187,15
08019,8031.0,8031.000000000011,8031.000000000011,1.0000000000000013,3
08031,582914.0,582914.0,582841.8466173499,0.9998762195063936,143
08035,279823.0,279822.9999999999,279822.9999999999,0.9999999999999996,61
08039,21424.0,21424.000000000044,21419.1931766501,0.9997756337121966,7
08041,563588.0,563588.0,563588.0,1.0,130
08047,4953.0,4953.00000000001,4953.00000000001,1.000000000000002,1
08059,470425.0,470425.0,470422.0989953518,0.9999938332260229,137
08069,295565.0,295564.99999999994,295564.99999999994,0.9999999999999998,73
08077,124509.0,124509.00000000006,124509.00000000006,1.0000000000000004,29
08093,15134.0,15134.00000000002,15130.48240379011,0.9997675699610222,5
08101,131581.0,131581.0,131581.0,1.0,54
08119,20804.0,20803.999999999993,20803.999999999993,0.9999999999999997,6
08123,253176.0,253176.00000000003,253176.00000000003,1.0000000000000002,77
10001,142669.0,142669.00000000003,142668.9985986538,0.9999999901776405,32
10003,450477.0,450477.0000000001,450477.0000000001,1.0000000000000002,129
10005,202330.0,202329.9999999999,202329.9986623822,0.9999999933889299,53
12001,231412.0,231412.0,231407.52542359527,0.9999806640260457,56
12003,21372.0,21371.99999999994,21370.68692721078,0.999938561071064,4
12005,143219.0,143219.00000000006,143219.00000000006,1.0000000000000004,43
12009,507778.0,507778.0000000001,503063.54889279365,0.9907155270468465,111
12011,1539395.0,1539395.0,1530648.7938445844,0.994318413301709,360
12015,172013.0,172013.00000000003,172005.33817729962,0.999955457885739,38
12017,135185.0,135185.0000000001,135185.0000000001,1.0000000000000007,27
12019,172120.0,172119.99999999994,172119.99999375286,0.9999999999637048,30
12021,324044.0,324044.00000000023,324044.00000000023,1.0000000000000007,73
12031,780482.0,780482.0,780343.5638396079,0.9998226273502885,173
12033,255373.0,255372.99999999997,255372.99999999997,0.9999999999999999,71
12035,101832.0,101831.99999999997,101823.37711214069,0.9999153224147683,20
