tractfips,depression_crudeprev
12099007736,18.1
12099007738,18.0
12099007739,17.1
12099007740,16.0
12099007741,14.5
12099007742,14.4
12099007743,18.1
12099007744,14.0
12099007746,13.3
12099007747,11.9
12099007748,16.1
12099007749,16.1
12099007750,18.1
12099007751,17.3
12099007752,16.7
12099007753,15.6
12099007754,14.6
12099007756,16.9
12099007757,15.3
12099007758,17.8
12099007759,16.6
12099007760,16.1
12099007762,15.7
12099007763,16.5
12099007764,16.4
12099007765,16.1
12099007766,17.7
12099007767,19.1
12099007805,17.5
12099007808,18.1
12099007809,18.5
12099007812,17.1
12099007813,16.9
12099007814,14.3
12099007817,17.6
12099007818,15.8
12099007820,17.9
12099007821,18.4
12099007822,18.2
12099007823,18.0
12099007828,17.5
12099007830,15.9
12099007831,16.2
12099007832,17.2
12099007833,18.0
12099007834,13.7
12099007835,16.3
12099007836,16.8
12099007837,16.4
12099007838,16.3
12099007839,18.0
12099007908,18.5
12099007909,15.8
12099007910,17.7
12099007912,19.0
12099008001,19.4
12099008002,18.9
12099008101,18.6
12099008102,14.9
12099008201,19.2
12099008202,18.7
12099008203,18.6
12099008301,20.8
12099008302,17.4
12101030101,23.3
12101030102,23.7
12101030202,21.6
12101030203,22.6
12101030204,22.2
12101030205,21.5
12101030301,22.4
12101030302,20.7
12101030303,21.4
12101030404,21.5
12101030405,22.8
12101030406,22.5
12101030407,24.5
12101030408,22.8
12101030409,22.2
12101030410,23.2
12101030411,23.4
12101030412,23.8
12101030501,23.6
12101030502,23.9
12101030601,20.9
12101030602,24.0
12101030700,24.5
12101030800,23.3
12101030901,23.2
12101030903,22.6
12101030904,23.1
12101030905,23.0
12101031003,23.2
12101031005,25.0
12101031006,25.1
12101031007,23.9
12101031008,25.2
12101031009,25.5
12101031010,23.5
12101031011,22.0
12101031012,20.4
12101031013,23.2
12101031014,25.1
12101031101,22.1
12101031102,20.4
12101031203,19.5
12101031204,20.1
12101031205,22.1
12101031206,25.3
12101031207,24.0
12101031208,21.9
12101031301,20.4
12101031302,22.3
12101031401,24.4
12101031404,22.8
12101031405,25.3
12101031406,21.7
12101031407,22.8
12101031408,20.7
12101031409,23.9
12101031503,22.9
12101031504,21.7
12101031505,24.0
12101031506,23.4
12101031507,21.3
12101031508,21.0
12101031601,19.0
12101031602,21.4
12101031603,20.4
12101031604,21.4
12101031605,20.8
12101031701,19.3
12101031703,27.2
12101031704,22.1
12101031705,22.1
12101031706,19.9
12101031707,19.4
12101031708,20.2
12101031804,19.9
12101031805,22.7
12101031806,25.1
12101031807,25.0
12101031808,24.0
12101031809,24.8
12101031901,21.8
12101031902,21.1
12101031903,22.4
12101032001,21.0
12101032005,19.5
12101032006,22.3
12101032007,20.5
12101032008,21.5
12101032009,21.6
12101032010,21.8
12101032011,20.7
12101032012,22.2
12101032013,20.9
12101032014,20.9
12101032103,21.1
12101032104,21.2
12101032105,21.3
12101032106,20.3
12101032107,19.4
12101032108,21.7
12101032109,19.7
12101032110,20.0
12101032111,20.0
12101032112,20.8
12101032113,21.0
12101032200,22.4
12101032300,22.6
12101032401,23.0
12101032402,24.9
12101032500,23.3
12101032601,22.9
12101032602,23.6
12101032700,21.1
12101032801,22.1
12101032802,22.7
12101032803,22.1
12101032804,20.8
12101032901,23.7
12101032902,19.2
12101032903,20.4
12101032904,19.4
12101033005,22.4
12101033006,21.3
12101033007,18.5
12101033008,22.1
12101033009,23.4
12101033010,22.0
12101033011,22.5
12101033012,22.2
12101033013,24.3
12101033014,22.1
12101033101,20.0
12101033102,23.0
12103020101,17.3
12103020105,17.9
12103020106,16.4
12103020107,13.5
12103020108,15.5
12103020201,15.2
12103020202,16.7
12103020206,17.2
12103020207,16.9
12103020208,16.8
12103020209,15.6
12103020301,16.9
12103020302,17.8
12103020400,17.1
12103020500,18.9
12103020600,17.2
12103020700,16.8
12103020800,18.2
12103021200,18.9
12103021500,15.6
12103021600,18.3
12103021800,19.1
12103021900,17.9
12103022000,17.8
12103022100,18.6
12103022200,18.9
12103022301,18.6
12103022302,17.9
12103022401,17.7
12103022402,19.0
12103022501,18.3
12103022502,18.8
12103022503,16.9
12103022601,19.2
12103022602,18.7
12103022700,17.8
12103022801,20.9
12103022802,17.1
12103022901,18.5
12103022902,17.6
12103023000,20.1
12103023100,20.3
12103023200,18.9
12103023300,19.2
12103023400,18.4
12103023500,19.7
12103023600,18.2
12103023700,17.0
12103023800,17.6
12103023900,18.5
12103024001,16.7
12103024002,17.1
12103024004,17.2
12103024005,18.0
12103024100,19.2
12103024200,19.8
12103024301,19.5
12103024302,18.1
12103024403,20.0
12103024406,18.6
12103024408,20.1
12103024409,16.2
12103024410,19.7
12103024411,18.9
12103024412,18.7
12103024413,17.8
12103024505,18.1
12103024507,18.8
12103024508,19.1
12103024509,17.3
12103024510,20.3
12103024511,19.5
12103024512,16.9
12103024513,15.3
12103024514,20.8
12103024601,20.9
12103024602,20.2
12103024701,19.9
12103024702,20.2
12103024703,20.5
12103024801,19.5
12103024803,20.7
12103024804,19.4
12103024805,17.7
12103024901,20.4
12103024902,20.3
12103024904,19.5
12103024905,19.3
12103024906,20.0
12103025004,18.9
12103025007,18.2
12103025009,20.1
12103025010,17.3
12103025011,17.9
12103025012,17.9
12103025013,18.7
12103025014,18.9
12103025015,15.7
12103025016,17.8
12103025017,18.6
12103025018,19.7
12103025019,19.3
12103025106,17.5
12103025107,17.6
12103025108,16.2
12103025109,19.6
12103025110,17.9
12103025111,14.5
12103025112,18.9
12103025113,19.3
12103025114,18.8
12103025115,19.8
12103025116,19.3
12103025119,18.1
12103025120,17.7
12103025121,18.1
12103025122,16.9
12103025123,17.9
12103025203,17.4
12103025204,18.6
12103025205,17.1
12103025207,20.3
12103025208,17.0
12103025209,19.1
12103025303,19.2
12103025304,17.5
12103025305,17.5
12103025306,18.1
12103025307,18.2
12103025308,17.6
12103025401,18.0
12103025405,17.6
12103025407,18.9
12103025408,19.0
12103025411,20.2
12103025412,18.7
12103025413,17.8
12103025414,18.1
12103025415,19.7
12103025416,19.8
12103025417,16.7
12103025501,18.9
12103025503,16.3
12103025505,21.0
12103025506,18.2
12103025602,19.1
12103025603,20.8
12103025604,21.5
12103025700,16.0
12103025800,20.9
12103025900,18.8
12103026001,16.3
12103026002,16.9
12103026101,20.3
12103026102,19.2
12103026200,19.3
12103026300,20.4
12103026400,19.3
12103026500,19.1
12103026601,18.2
12103026602,19.8
12103026701,19.5
12103026702,17.8
12103026703,20.0
12103026804,19.0
12103026809,17.8
12103026811,16.5
12103026812,17.7
12103026813,15.8
12103026814,16.1
12103026815,17.3
12103026816,18.8
12103026817,18.6
12103026818,19.9
12103026819,19.5
12103026820,17.6
12103026821,19.5
12103026904,19.3
12103026907,17.6
12103026908,17.4
12103026909,18.4
12103026910,18.3
12103026911,15.7
12103026912,16.9
12103026913,16.7
12103027000,18.7
12103027101,17.7
12103027105,18.9
12103027106,16.9
12103027202,18.5
12103027204,18.2
12103027205,19.0
12103027206,18.6
12103027207,19.4
12103027208,18.5
12103027209,17.4
12103027210,18.3
12103027308,20.2
12103027309,16.4
12103027310,17.2
12103027314,16.9
12103027315,14.8
12103027316,16.2
12103027317,18.9
12103027318,18.3
12103027319,17.7
12103027320,19.1
12103027321,17.7
12103027322,18.6
12103027323,18.6
12103027324,17.5
12103027325,16.5
12103027326,18.3
12103027327,18.8
12103027401,19.0
12103027402,18.2
12103027403,18.8
12103027501,18.2
12103027502,18.5
12103027603,18.4
12103027604,14.5
12103027605,16.4
12103027606,17.4
12103027701,16.7
12103027703,16.2
12103027704,16.5
12103027801,16.8
12103027802,18.8
12103027901,17.0
12103027903,16.1
12103027904,17.0
12103028002,16.5
12103028003,16.5
12103028004,17.0
12103028102,17.2
12103028103,16.2
12103028104,15.4
12103028200,18.8
12103028300,18.5
12103028401,14.8
12103028402,19.1
12103028500,18.2
12103028600,18.7
12103028700,19.2
12105010300,21.2
12105010401,19.5
12105010402,22.0
12105010501,18.2
12105010502,19.3
12105010601,19.3
12105010603,18.6
12105010604,19.9
12105010701,18.9
12105010702,18.8
12105010800,20.5
12105010900,20.0
12105011000,18.4
12105011100,20.8
12105011202,19.2
12105011203,19.6
12105011204,20.5
12105011300,19.8
12105011400,20.6
12105011501,23.2
12105011502,18.9
12105011603,17.9
12105011604,20.5
12105011605,20.9
12105011606,22.4
12105011704,21.8
12105011721,22.6
12105011722,20.7
12105011731,23.4
12105011732,21.9
12105011821,18.9
12105011822,18.1
12105011832,20.2
12105011833,18.7
12105011834,18.4
12105011835,17.9
12105011836,18.1
12105011901,20.2
12105011902,19.2
12105011908,20.7
12105011909,19.2
12105011910,21.1
12105011911,19.3
12105011912,20.1
12105011913,21.0
12105012001,21.0
12105012002,19.2
12105012003,18.5
12105012004,19.9
12105012111,18.8
12105012113,19.8
12105012124,22.7
12105012125,23.4
12105012126,16.9
12105012127,18.2
12105012128,20.2
12105012129,19.6
12105012203,21.6
12105012204,18.8
12105012205,19.6
12105012206,18.2
12105012303,19.1
12105012304,19.2
12105012305,24.0
12105012306,20.4
12105012307,23.3
12105012309,22.5
12105012403,18.9
12105012404,16.6
12105012405,19.4
12105012406,18.0
12105012407,19.0
12105012408,19.4
12105012409,20.4
12105012410,18.6
12105012411,18.9
12105012502,19.1
12105012503,17.0
12105012504,17.0
12105012506,20.5
12105012507,18.4
12105012601,18.1
12105012602,21.3
12105012700,19.1
12105012802,18.5
12105012803,16.8
12105012804,17.6
12105012900,19.6
12105013001,20.0
12105013002,22.4
12105013101,18.9
12105013102,21.6
12105013103,23.2
12105013200,21.9
12105013300,22.5
12105013400,22.6
12105013500,17.9
12105013600,18.0
12105013701,19.8
12105013702,20.3
12105013801,21.3
12105013802,22.0
12105013901,20.1
12105013902,18.3
12105014001,19.1
12105014003,20.5
12105014005,18.4
12105014006,18.8
12105014103,19.0
12105014104,20.0
12105014105,19.8
12105014121,21.9
12105014123,19.8
12105014124,18.2
12105014125,21.4
12105014201,21.2
12105014202,20.1
12105014203,20.4
12105014301,18.3
12105014302,18.5
12105014400,17.7
12105014501,20.0
12105014502,22.8
12105014600,22.8
12105014701,19.2
12105014702,20.0
12105014802,20.1
12105014803,19.4
12105014804,18.5
12105014901,19.5
12105014902,22.5
12105015000,20.5
12105015101,19.9
12105015102,18.9
12105015200,20.2
12105015301,20.2
12105015302,20.2
12105015401,20.9
12105015402,21.2
12105015404,19.4
12105015405,21.4
12105015500,21.0
12105015600,17.5
12105015701,20.0
12105015702,18.9
12105015801,18.9
12105015802,19.4
12105015900,19.9
12105016001,21.3
12105016002,19.6
12105016003,19.0
12105016100,19.8
12105016400,20.1
12107950100,21.0
12107950201,22.4
12107950202,22.1
12107950300,20.5
12107950400,19.1
12107950500,20.5
12107950600,20.0
12107950700,20.4
12107950800,19.8
12107950900,21.6
12107951000,18.8
12107951100,20.1
12107951200,21.5
12107951300,19.1
12107951401,19.6
12107951402,20.2
12109020200,19.8
12109020300,22.8
12109020400,23.0
12109020500,18.4
12109020601,18.0
12109020602,19.4
12109020704,17.2
12109020705,17.8
12109020706,18.7
12109020707,19.8
12109020708,18.0
12109020710,17.5
12109020711,17.5
12109020801,18.1
12109020802,18.9
12109020803,19.1
12109020804,19.6
12109020805,19.1
12109020806,18.9
12109020807,18.6
12109020901,21.2
12109020902,19.5
12109021002,21.7
12109021003,21.4
12109021004,21.9
12109021101,22.4
12109021102,20.2
12109021103,21.4
12109021203,19.9
12109021204,19.8
12109021205,17.5
12109021206,19.2
12109021301,20.6
12109021302,20.6
12109021403,16.2
12109021404,18.8
12109021405,19.8
12109021406,18.3
12109021407,18.2
12111380100,19.1
12111380200,19.2
12111380300,20.0
12111380400,19.6
12111380500,19.3
12111380600,20.8
12111380700,19.7
12111380800,19.2
12111380901,18.3
12111380902,18.7
12111381000,19.5
12111381101,21.3
12111381102,17.4
12111381204,15.7
12111381300,17.0
12111381401,19.1
12111381402,20.7
12111381502,19.5
12111381503,20.3
12111381601,19.3
12111381602,17.7
12111381603,17.5
12111381701,14.4
12111381702,15.7
12111381802,19.8
12111381803,18.3
12111381804,19.7
12111381900,17.0
12111382002,20.0
12111382003,19.6
12111382006,17.9
12111382007,19.5
12111382008,18.8
12111382009,18.9
12111382010,17.5
12111382106,18.9
12111382108,17.8
12111382109,17.3
12111382110,19.6
12111382111,19.6
12111382112,19.6
12111382113,19.2
12111382200,18.0
12113010100,21.7
12113010200,20.6
12113010300,19.9
12113010400,20.5
12113010502,20.8
12113010503,20.9
12113010504,19.6
12113010600,21.5
12113010702,19.3
12113010704,20.5
12113010705,22.1
12113010706,21.4
12113010707,19.4
12113010708,20.9
12113010802,20.4
12113010808,19.9
12113010809,21.1
12113010811,19.8
12113010812,18.7
12113010813,19.1
12113010814,18.6
12113010815,19.9
12113010817,20.7
12113010819,20.2
12113010900,17.8
12115000101,16.6
12115000102,19.8
12115000200,18.9
12115000300,19.5
12115000401,19.8
12115000404,15.5
12115000405,20.5
12115000406,18.4
12115000407,19.2
12115000501,18.6
12115000502,19.7
12115000503,19.6
12115000601,17.9
12115000602,19.4
12115000700,14.4
12115000801,13.9
12115000802,14.4
12115000900,18.1
12115001000,21.7
12115001101,17.6
12115001102,19.9
12115001201,19.1
12115001202,19.6
12115001203,14.5
12115001204,19.6
12115001301,19.6
12115001302,18.7
12115001303,19.2
12115001304,17.4
12115001401,18.1
12115001402,20.7
12115001403,17.0
12115001503,20.4
12115001504,21.4
12115001505,21.3
12115001506,18.6
12115001507,17.9
12115001601,18.9
12115001602,18.4
12115001702,19.0
12115001703,19.6
12115001704,20.0
12115001801,16.6
12115001803,19.7
12115001804,19.7
12115001805,18.0
12115001903,15.9
12115001904,17.3
12115001905,14.5
12115001907,14.7
12115001908,14.9
12115002003,19.8
12115002004,17.5
12115002005,17.4
12115002007,16.6
12115002008,17.5
12115002009,15.9
12115002010,16.1
12115002100,16.8
12115002201,17.2
12115002202,17.4
12115002203,18.9
12115002302,15.7
12115002303,15.4
12115002304,15.2
12115002305,15.4
12115002401,16.5
12115002402,16.5
12115002504,19.2
12115002505,19.6
12115002507,19.8
12115002508,20.3
12115002509,19.6
12115002510,17.8
12115002511,17.2
12115002601,17.4
12115002602,16.7
12115002603,18.5
12115002604,16.8
12115002605,18.9
12115002710,18.8
12115002711,18.6
12115002712,20.8
12115002713,18.8
12115002714,17.3
12115002715,15.4
12115002716,17.7
12115002718,16.6
12115002719,14.6
12115002720,15.8
12115002721,20.5
12115002722,20.8
12115002723,17.1
12115002724,14.6
12117020101,18.4
12117020102,18.1
12117020201,20.0
12117020202,17.8
12117020301,19.4
12117020302,20.5
12117020401,17.0
12117020402,17.1
12117020500,20.4
12117020600,20.0
12117020701,17.9
12117020703,16.6
12117020704,16.6
12117020705,17.2
12117020803,18.6
12117020805,17.1
12117020806,18.9
12117020807,19.6
12117020808,18.1
12117020810,17.6
12117020811,18.9
12117020812,18.4
12117020901,19.4
12117020902,19.7
12117020903,20.4
12117021000,18.5
12117021100,17.9
12117021201,19.1
12117021203,17.9
12117021204,18.6
12117021306,17.7
12117021307,17.7
12117021311,17.7
12117021312,18.7
12117021313,17.5
12117021314,18.2
12117021315,20.6
12117021316,18.9
12117021317,18.4
12117021318,18.0
12117021319,18.9
12117021320,18.9
12117021321,18.8
12117021401,19.4
12117021403,17.8
12117021404,19.3
12117021502,19.8
12117021503,19.1
12117021504,16.7
12117021505,18.3
12117021506,18.1
12117021604,17.7
12117021606,18.5
12117021608,19.8
12117021609,17.8
12117021611,17.5
12117021612,18.1
12117021613,19.3
12117021614,17.9
12117021615,19.2
12117021616,16.4
12117021704,18.5
12117021705,18.0
12117021706,17.5
12117021707,18.8
12117021708,18.2
12117021802,19.0
12117021803,18.8
12117021805,16.8
12117021806,17.6
12117021901,18.3
12117021902,18.2
12117022001,20.2
12117022002,19.0
12117022004,18.9
12117022005,18.5
12117022101,19.9
12117022104,19.1
12117022105,18.9
12117022106,19.3
12117022201,19.0
12117022205,18.2
12117022206,19.2
12117022207,18.0
12117022208,19.6
12117022209,18.5
12119910100,20.0
12119910300,19.9
12119910401,20.9
12119910402,20.2
12119910500,19.7
12119910601,21.0
12119910602,20.1
12119910700,21.6
12119910800,13.9
12119910900,13.9
12119911000,14.5
12119911200,16.0
12119911301,17.2
12119911302,18.2
12119911400,16.7
12119911500,19.5
12119911701,15.3
12119911702,15.2
12121970100,19.8
12121970200,21.0
12121970301,22.4
12121970302,19.7
12121970400,20.6
12121970500,20.7
12121970600,22.0
12123950100,20.1
12123950200,21.2
12123950300,21.1
12123950400,18.9
12125960100,17.9
12125960200,20.1
12125960300,21.9
12127080100,18.6
12127080201,17.4
12127080202,18.9
12127080300,20.3
12127080400,18.1
12127080500,19.5
12127080600,19.9
12127080700,19.9
12127080803,20.7
12127080804,19.7
12127080805,21.3
12127080806,19.5
12127080807,19.0
12127080901,20.8
12127080902,23.1
12127081000,21.3
12127081101,19.3
12127081102,20.3
12127081200,21.9
12127081300,19.8
12127081500,22.1
12127081600,21.4
12127081700,20.0
12127081800,19.0
12127081900,20.2
12127082000,21.7
12127082100,21.1
12127082201,21.3
12127082202,18.1
12127082301,20.6
12127082401,22.5
12127082404,21.8
12127082405,20.4
12127082406,20.6
12127082410,20.2
12127082411,18.4
12127082412,20.3
12127082413,21.2
12127082414,20.2
12127082415,20.3
12127082503,21.6
12127082506,21.4
12127082507,21.8
12127082508,20.2
12127082509,20.7
12127082510,20.9
12127082511,22.4
12127082604,19.0
12127082605,17.0
12127082606,17.4
12127082607,18.6
12127082701,17.7
12127082703,18.1
12127082704,18.1
12127082705,17.4
12127082801,20.8
12127082802,20.1
12127082902,20.8
12127082903,19.9
12127082904,17.3
12127083003,20.2
12127083005,19.5
12127083006,21.6
12127083007,22.2
12127083008,21.9
12127083009,21.4
12127083203,19.9
12127083205,19.5
12127083206,17.7
12127083207,19.6
12127083208,19.0
12127083209,20.8
12127090101,21.4
12127090102,22.0
12127090202,20.0
12127090203,20.5
12127090204,20.2
12127090303,21.9
12127090304,21.1
12127090305,21.4
12127090306,18.5
12127090307,20.7
12127090400,21.7
12127090500,22.4
12127090600,20.2
12127090701,20.6
12127090702,19.2
12127090803,22.4
12127090804,21.4
12127090805,18.0
12127090806,19.7
12127090902,19.8
12127090903,18.0
12127090904,20.2
12127091001,20.6
12127091005,20.9
12127091013,20.2
12127091015,19.7
12127091016,19.7
12127091017,19.8
12127091018,19.9
12127091019,20.6
12127091020,21.1
12127091021,21.5
12127091022,20.3
12127091023,19.7
12127091024,20.9
12127091025,21.3
12127091026,20.0
12127091027,20.0
12127091028,19.8
12127091029,19.7
12127092500,20.4
12129010100,21.5
12129010201,21.4
12129010202,19.4
12129010203,21.0
12131950101,22.2
12131950102,21.2
12131950200,18.7
12131950301,21.5
12131950302,21.0
12131950400,21.6
12131950501,22.0
12131950502,20.2
12131950601,19.0
12131950602,18.3
12131950603,17.5
12133970102,21.3
12133970103,24.5
12133970104,23.6
12133970200,24.1
12133970301,22.7
12133970302,21.4
12133970303,23.5
